V1	V2	V3	V4
0.592542104727734	0.487397755873158	1.60710409269288	7.85942477409296
0.687331385938377	-0.145353373171468	5.05371088165159	1.86146441780729
1.78936429460436	-0.603231065295613	0.678488303750036	0.47372172851147
-0.282606232225311	0.35283166029313	-1.76401479416469	2.83445622203622
3.14448457272066	5.11772928180343	5.80762295656981	6.49056502651403
1.34362155789167	1.023087755014	-1.75945527343538	-2.3563584574403
1.09555537877281	5.40860045939226	10.3769199387004	10.5558859766962
0.396753400554781	-0.984406306044999	1.55057610608285	1.16440494460335
1.49824547769978	7.14458107979629	7.43256526653925	4.35709647174161
3.98369427148572	6.91047847229124	5.80300184792367	13.9459007688895
0.105891583106405	3.78453374693676	9.57993858376044	13.197101167465
4.34420743247625	3.76944073925273	3.21567600914162	2.19937721654761
2.31763864572491	0.470166104704531	-1.68509582356139	-6.66604390284084
0.122414375259716	5.18499071687919	2.62928519214077	2.64808985336373
-0.569144354496144	1.52789489734233	0.638924251647536	-0.644822240041944
-1.17345694757781	-1.35269270401846	2.28776196944306	1.31696068526312
2.26613724398105	6.53726375380649	8.55389256907555	4.7303178477075
-0.232861718949222	0.208098517742132	4.61528175072649	-1.28572195609496
1.4742037357258	2.85251747975576	0.306802535905987	3.81588196567213
-1.27707020060301	8.10240210097291	5.99251382409488	0.681585561983258
0.568867351950319	-2.39639178293466	2.70921164700807	0.0458662161612899
1.29535775761503	4.95311290242941	-1.65352095005713	1.72257274415748
-0.426343145582783	7.37676419608613	4.56877414534053	6.88824071920346
1.48804178636898	0.418430525596926	2.48310758197435	3.09758819841654
2.256498587291	3.1332820084336	6.21071041561778	8.50990260808319
0.197625914553664	-0.797271116223952	-0.364150732305142	3.66791549969282
1.50567855857519	0.996308160562313	2.58279396933846	8.22397041090571
2.24428032916883	4.3216715285639	5.95850657041139	-0.391970377783454
1.71849430373214	0.370834742163744	6.25554787275571	1.24353256357898
0.729098336010982	1.81128608161677	1.71017183088194	7.5344967695328
2.99087988623887	0.471842503834732	-0.392203276752649	3.89351601431024
1.24369812923194	2.83814432418438	7.40030814483946	-1.33901257143312
1.83060145064355	4.80975836029348	9.70782417620914	1.95922036677207
2.60989558725222	4.09573854052072	-3.26110251351687	-0.146729827741328
1.79642604585492	-1.83700482068988	-3.59629878813581	0.48658382954137
0.98699616314918	3.63106368444072	13.8642171622249	3.03146103502817
0.628102491635792	6.02893040381877	5.53524503450032	7.56121513255984
-0.0311763422684266	3.11809383535261	2.56110334598703	1.76438745249338
0.207605532951712	4.72958581658439	5.9180013361365	8.69060807130707
-0.912007663924258	6.21796349624486	8.56995144183778	4.04183645478924
0.944811732052298	-2.41730561446911	2.15058502928172	1.56438902735193
2.28216247268029	7.16708671638562	8.41198562616238	4.09383343049933
4.30599129551085	5.91196322677379	7.08321126965008	13.5720054650563
1.34348937389715	4.41611135226422	2.56143827235463	0.169537377442918
3.15931228033415	2.22256179982961	4.77814456027367	13.9726341973662
1.16133077618419	-0.0754947508586983	9.02893355443315	11.1330231152404
2.26228399942923	6.56975161911002	15.0992238088695	16.5212206560855
1.92233692399497	-1.2811021857154	1.66155873950576	1.13814356938544
3.57303711370965	8.60372732657324	4.71287637476301	0.0830847208718852
-1.63780365294799	3.45159973321092	11.2155784373461	-2.31984899394984
2.4951209767388	1.29734242973073	4.35545237739761	-1.23580368469936
-1.36913399160683	5.56737186253944	2.14353998133413	5.09191799930194
